<TABLE>,tradable
asset-name,asset-class
STRING,STRING
stock_0,stock
stock_1,stock
stock_2,stock
commodity_0,commodity
commodity_1,commodity
commodity_2,commodity
future_0,future
future_1,future
future_2,future
bond_0,bond
bond_1,bond
bond_2,bond
<TABLE>,price-over-time
201,stock_1,458.12
201,stock_2,491.81
201,commodity_0,402.71
201,commodity_1,483.00
201,commodity_2,486.44
201,future_0,458.90
201,future_1,418.98
201,future_2,452.96
201,bond_0,432.56
201,bond_1,402.45
201,bond_2,471.00
202,stock_0,407.06
202,stock_1,410.40
202,stock_2,469.04
202,commodity_0,411.78
202,commodity_1,456.27
202,commodity_2,457.06
202,future_0,474.93
202,future_1,407.22
202,future_2,492.93
202,bond_0,441.38
202,bond_1,416.77
202,bond_2,491.04
203,stock_0,464.61
203,stock_1,453.47
203,stock_2,425.80
203,commodity_0,444.63
203,commodity_1,417.61
203,commodity_2,410.48
203,future_0,487.63
203,future_1,436.59
203,future_2,408.88
203,bond_0,406.63
203,bond_1,449.50
203,bond_2,455.63
204,stock_0,447.89
204,stock_1,418.93
204,stock_2,489.40
204,commodity_0,433.29
204,commodity_1,459.13
204,commodity_2,418.61
204,future_0,491.56
204,future_1,416.11
204,future_2,463.34
204,bond_0,416.36
204,bond_1,487.88
204,bond_2,445.55
205,stock_0,479.20
205,stock_1,419.62
205,stock_2,435.40
205,commodity_0,425.48
205,commodity_1,477.33
205,commodity_2,432.41
205,future_0,460.59
205,future_1,485.14
205,future_2,485.80
205,bond_0,453.37
205,bond_1,447.45
205,bond_2,468.06
206,stock_0,423.83
206,stock_1,469.05
206,stock_2,442.42
206,commodity_0,499.29
206,commodity_1,407.31
206,commodity_2,499.50
206,future_0,466.06
206,future_1,451.12
206,future_2,400.54
206,bond_0,444.23
206,bond_1,450.62
206,bond_2,420.11
207,stock_0,496.68
207,stock_1,468.70
207,stock_2,453.56
207,commodity_0,453.60
207,commodity_1,411.83
207,commodity_2,458.39
207,future_0,458.96
207,future_1,489.09
207,future_2,461.56
207,bond_0,485.70
207,bond_1,497.27
207,bond_2,476.65
208,stock_0,469.72
208,stock_1,448.94
208,stock_2,472.95
208,commodity_0,496.54
208,commodity_1,427.86
208,commodity_2,468.25
208,future_0,470.43
208,future_1,431.82
208,future_2,451.74
208,bond_0,442.27
208,bond_1,436.12
208,bond_2,491.85
209,stock_0,453.69
209,stock_1,447.74
209,stock_2,456.33
209,commodity_0,434.23
209,commodity_1,457.05
209,commodity_2,499.63
209,future_0,489.48
209,future_1,423.74
209,future_2,473.11
209,bond_0,488.72
209,bond_1,442.16
209,bond_2,430.84
210,stock_0,424.14
210,stock_1,460.30
210,stock_2,496.40
210,commodity_0,449.27
210,commodity_1,458.24
210,commodity_2,493.25
210,future_0,456.84
210,future_1,443.88
210,future_2,401.68
210,bond_0,474.53
210,bond_1,423.32
210,bond_2,465.86
211,stock_0,414.06
211,stock_1,431.26
211,stock_2,415.88
211,commodity_0,460.39
211,commodity_1,434.50
211,commodity_2,448.17
211,future_0,403.03
211,future_1,420.83
211,future_2,412.44
211,bond_0,464.48
211,bond_1,470.36
211,bond_2,481.91
212,stock_0,445.00
212,stock_1,448.35
212,stock_2,442.85
212,commodity_0,479.48
212,commodity_1,475.26
212,commodity_2,495.84
212,future_0,455.74
212,future_1,485.30
212,future_2,405.73
212,bond_0,458.42
212,bond_1,457.41
212,bond_2,441.95
213,stock_0,452.13
213,stock_1,410.21
213,stock_2,468.98
213,commodity_0,466.46
213,commodity_1,465.69
213,commodity_2,456.97
213,future_0,469.58
213,future_1,429.39
213,future_2,481.68
213,bond_0,400.72
213,bond_1,456.45
213,bond_2,422.02
214,stock_0,483.62
214,stock_1,492.63
214,stock_2,498.75
214,commodity_0,412.25
214,commodity_1,461.66
214,commodity_2,470.28
214,future_0,417.78
214,future_1,452.77
214,future_2,493.82
214,bond_0,498.10
214,bond_1,400.52
214,bond_2,490.86
215,stock_0,433.76
215,stock_1,441.33
215,stock_2,406.08
215,commodity_0,466.62
215,commodity_1,459.24
215,commodity_2,440.34
215,future_0,412.79
215,future_1,437.16
215,future_2,439.76
215,bond_0,484.42
215,bond_1,411.87
215,bond_2,437.44
216,stock_0,497.47
216,stock_1,420.00
216,stock_2,488.22
216,commodity_0,471.46
216,commodity_1,466.06
216,commodity_2,496.46
216,future_0,430.11
216,future_1,458.86
216,future_2,470.75
216,bond_0,423.61
216,bond_1,420.03
216,bond_2,478.29
217,stock_0,416.34
217,stock_1,490.72
217,stock_2,410.60
217,commodity_0,474.15
217,commodity_1,472.28
217,commodity_2,469.69
217,future_0,474.78
217,future_1,466.40
217,future_2,478.17
217,bond_0,400.66
217,bond_1,400.68
217,bond_2,490.46
218,stock_0,418.14
218,stock_1,492.77
218,stock_2,457.06
218,commodity_0,422.67
218,commodity_1,404.73
218,commodity_2,407.22
218,future_0,495.64
218,future_1,476.48
218,future_2,449.70
218,bond_0,444.87
218,bond_1,479.78
218,bond_2,402.05
219,stock_0,461.26
219,stock_1,434.84
219,stock_2,487.40
219,commodity_0,437.03
219,commodity_1,444.83
219,commodity_2,486.05
219,future_0,427.83
219,future_1,488.12
219,future_2,420.16
219,bond_0,436.33
219,bond_1,452.24
219,bond_2,490.80
220,stock_0,467.67
220,stock_1,408.43
220,stock_2,458.13
220,commodity_0,454.18
220,commodity_1,413.76
220,commodity_2,410.54
220,future_0,457.05
220,future_1,419.92
220,future_2,497.70
220,bond_0,419.81
220,bond_1,412.68
220,bond_2,470.29
221,stock_0,406.28
221,stock_1,496.03
221,stock_2,469.99
221,commodity_0,436.16
221,commodity_1,411.64
221,commodity_2,452.58
221,future_0,497.48
221,future_1,471.21
221,future_2,403.77
221,bond_0,491.52
221,bond_1,457.66
221,bond_2,400.75
222,stock_0,445.21
222,stock_1,493.74
222,stock_2,463.82
222,commodity_0,424.37
222,commodity_1,445.93
222,commodity_2,496.31
222,future_0,454.70
222,future_1,485.00
222,future_2,473.39
222,bond_0,406.73
222,bond_1,418.82
222,bond_2,467.23
223,stock_0,447.75
223,stock_1,427.92
223,stock_2,452.64
223,commodity_0,479.67
223,commodity_1,474.54
223,commodity_2,454.61
223,future_0,484.52
223,future_1,416.63
223,future_2,448.90
223,bond_0,435.62
223,bond_1,474.51
223,bond_2,438.62
224,stock_0,471.26
224,stock_1,490.70
224,stock_2,409.78
224,commodity_0,466.72
224,commodity_1,411.41
224,commodity_2,466.75
224,future_0,426.75
224,future_1,449.41
224,future_2,406.42
224,bond_0,467.81
224,bond_1,449.49
224,bond_2,430.11
225,stock_0,424.56
225,stock_1,436.53
225,stock_2,494.42
225,commodity_0,459.74
225,commodity_1,419.44
225,commodity_2,452.28
225,future_0,470.28
225,future_1,458.39
225,future_2,464.61
225,bond_0,401.66
225,bond_1,448.82
225,bond_2,439.71
226,stock_0,405.16
226,stock_1,451.05
226,stock_2,476.82
226,commodity_0,486.67
226,commodity_1,483.52
226,commodity_2,407.19
226,future_0,489.28
226,future_1,415.35
226,future_2,493.86
226,bond_0,455.47
226,bond_1,486.56
226,bond_2,440.53
227,stock_0,473.21
227,stock_1,486.34
227,stock_2,419.48
227,commodity_0,477.94
227,commodity_1,411.05
227,commodity_2,480.12
227,future_0,469.90
227,future_1,467.96
227,future_2,443.09
227,bond_0,407.48
227,bond_1,463.75
227,bond_2,483.46
228,stock_0,415.76
228,stock_1,431.27
228,stock_2,472.51
228,commodity_0,405.78
228,commodity_1,466.05
228,commodity_2,447.33
228,future_0,430.97
228,future_1,462.34
228,future_2,431.45
228,bond_0,400.58
228,bond_1,489.37
228,bond_2,405.62
229,stock_0,468.01
229,stock_1,469.57
229,stock_2,407.92
229,commodity_0,482.68
229,commodity_1,448.32
229,commodity_2,457.18
229,future_0,467.06
229,future_1,462.04
229,future_2,451.20
229,bond_0,412.27
229,bond_1,422.76
229,bond_2,431.55
230,stock_0,417.50
230,stock_1,493.30
230,stock_2,404.53
230,commodity_0,428.14
230,commodity_1,465.28
230,commodity_2,431.67
230,future_0,439.45
230,future_1,418.68
230,future_2,489.27
230,bond_0,479.81
230,bond_1,493.77
230,bond_2,469.80
231,stock_0,447.48
231,stock_1,407.40
231,stock_2,433.37
231,commodity_0,454.39
231,commodity_1,408.14
231,commodity_2,476.64
231,future_0,431.70
231,future_1,482.59
231,future_2,448.19
231,bond_0,437.94
231,bond_1,473.03
231,bond_2,421.68
232,stock_0,465.31
232,stock_1,453.86
232,stock_2,435.29
232,commodity_0,422.38
232,commodity_1,420.61
232,commodity_2,405.21
232,future_0,478.61
232,future_1,448.39
232,future_2,476.29
232,bond_0,430.79
232,bond_1,473.10
232,bond_2,430.97
233,stock_0,466.30
233,stock_1,427.50
233,stock_2,486.13
233,commodity_0,404.94
233,commodity_1,498.08
233,commodity_2,405.39
233,future_0,446.57
233,future_1,456.38
233,future_2,438.52
233,bond_0,410.39
233,bond_1,461.09
233,bond_2,416.01
234,stock_0,430.37
234,stock_1,499.21
234,stock_2,428.36
234,commodity_0,415.45
234,commodity_1,484.61
234,commodity_2,420.44
234,future_0,439.97
234,future_1,466.79
234,future_2,421.15
234,bond_0,426.99
234,bond_1,402.68
234,bond_2,402.60
235,stock_0,499.39
235,stock_1,479.95
235,stock_2,479.19
235,commodity_0,403.51
235,commodity_1,449.35
235,commodity_2,432.73
235,future_0,474.00
235,future_1,424.09
235,future_2,441.20
235,bond_0,453.81
235,bond_1,407.55
235,bond_2,487.04
236,stock_0,406.42
236,stock_1,413.26
236,stock_2,421.48
236,commodity_0,454.01
236,commodity_1,446.09
236,commodity_2,479.32
236,future_0,453.73
236,future_1,433.72
236,future_2,479.92
236,bond_0,466.50
236,bond_1,482.33
236,bond_2,472.35
237,stock_0,484.37
237,stock_1,406.29
237,stock_2,485.35
237,commodity_0,401.78
237,commodity_1,432.93
237,commodity_2,453.01
237,future_0,478.58
237,future_1,439.22
237,future_2,422.95
237,bond_0,433.50
237,bond_1,436.69
237,bond_2,411.66
238,stock_0,403.10
238,stock_1,478.37
238,stock_2,479.61
238,commodity_0,492.57
238,commodity_1,454.96
238,commodity_2,461.72
238,future_0,473.33
238,future_1,491.47
238,future_2,475.45
238,bond_0,490.11
238,bond_1,423.41
238,bond_2,411.94
239,stock_0,448.05
239,stock_1,485.21
239,stock_2,460.26
239,commodity_0,499.20
239,commodity_1,407.44
239,commodity_2,433.37
239,future_0,434.97
239,future_1,418.13
239,future_2,434.46
239,bond_0,415.95
239,bond_1,465.65
239,bond_2,420.53
240,stock_0,499.41
240,stock_1,438.37
240,stock_2,410.31
240,commodity_0,472.37
240,commodity_1,498.26
240,commodity_2,476.94
240,future_0,493.51
240,future_1,467.45
240,future_2,489.52
240,bond_0,431.72
240,bond_1,450.12
240,bond_2,459.48
241,stock_0,410.62
241,stock_1,452.85
241,stock_2,450.66
241,commodity_0,464.37
241,commodity_1,421.13
241,commodity_2,499.84
241,future_0,433.24
241,future_1,497.75
241,future_2,425.52
241,bond_0,489.60
241,bond_1,437.25
241,bond_2,466.94
242,stock_0,478.13
242,stock_1,429.36
242,stock_2,462.74
242,commodity_0,481.28
242,commodity_1,485.49
242,commodity_2,453.71
242,future_0,426.68
242,future_1,426.91
242,future_2,455.81
242,bond_0,415.09
242,bond_1,422.09
242,bond_2,426.08
243,stock_0,434.23
243,stock_1,472.93
243,stock_2,469.58
243,commodity_0,477.98
243,commodity_1,497.48
243,commodity_2,489.04
243,future_0,444.16
243,future_1,456.83
243,future_2,406.76
243,bond_0,449.45
243,bond_1,451.27
243,bond_2,417.59
244,stock_0,440.35
244,stock_1,412.62
244,stock_2,428.88
244,commodity_0,477.25
244,commodity_1,456.66
244,commodity_2,482.67
244,future_0,475.17
244,future_1,444.88
244,future_2,468.79
244,bond_0,412.80
244,bond_1,406.48
244,bond_2,470.01
245,stock_0,468.79
245,stock_1,412.67
245,stock_2,433.71
245,commodity_0,476.01
245,commodity_1,451.17
245,commodity_2,420.38
245,future_0,469.28
245,future_1,423.81
245,future_2,409.13
245,bond_0,478.83
245,bond_1,481.16
245,bond_2,471.76
246,stock_0,464.26
246,stock_1,480.68
246,stock_2,478.68
246,commodity_0,436.56
246,commodity_1,466.27
246,commodity_2,424.93
246,future_0,446.24
246,future_1,443.74
246,future_2,462.86
246,bond_0,486.38
246,bond_1,494.93
246,bond_2,464.83
247,stock_0,477.31
247,stock_1,408.67
247,stock_2,402.09
247,commodity_0,419.79
247,commodity_1,466.45
247,commodity_2,456.80
247,future_0,470.65
247,future_1,412.49
247,future_2,487.33
247,bond_0,459.97
247,bond_1,412.92
247,bond_2,443.81
248,stock_0,412.35
248,stock_1,478.63
248,stock_2,436.41
248,commodity_0,458.21
248,commodity_1,471.78
248,commodity_2,402.77
248,future_0,470.11
248,future_1,495.02
248,future_2,435.22
248,bond_0,432.72
248,bond_1,498.95
248,bond_2,479.12
249,stock_0,475.44
249,stock_1,464.76
249,stock_2,484.50
249,commodity_0,484.70
249,commodity_1,444.18
249,commodity_2,420.51
249,future_0,400.79
249,future_1,487.52
249,future_2,453.32
249,bond_0,425.19
249,bond_1,499.93
249,bond_2,456.69
250,stock_0,426.05
250,stock_1,439.35
250,stock_2,481.14
250,commodity_0,477.89
250,commodity_1,437.55
250,commodity_2,496.87
250,future_0,461.55
250,future_1,482.49
250,future_2,433.19
250,bond_0,450.88
250,bond_1,400.35
250,bond_2,462.73
251,stock_0,489.23
251,stock_1,496.43
251,stock_2,436.06
251,commodity_0,478.49
251,commodity_1,467.09
251,commodity_2,432.05
251,future_0,498.87
251,future_1,466.94
251,future_2,403.43
251,bond_0,425.51
251,bond_1,431.27
251,bond_2,493.66
252,stock_0,495.53
252,stock_1,452.81
252,stock_2,440.87
252,commodity_0,466.05
252,commodity_1,454.71
252,commodity_2,433.42
252,future_0,491.01
252,future_1,480.03
252,future_2,470.24
252,bond_0,429.48
252,bond_1,472.81
252,bond_2,484.79
253,stock_0,406.94
253,stock_1,447.67
253,stock_2,412.38
253,commodity_0,459.25
253,commodity_1,417.11
253,commodity_2,421.28
253,future_0,471.22
253,future_1,438.78
253,future_2,434.98
253,bond_0,489.34
253,bond_1,400.66
253,bond_2,439.08
254,stock_0,493.55
254,stock_1,433.59
254,stock_2,409.29
254,commodity_0,498.37
254,commodity_1,489.51
254,commodity_2,419.94
254,future_0,452.13
254,future_1,437.23
254,future_2,413.69
254,bond_0,441.73
254,bond_1,472.77
254,bond_2,432.86
255,stock_0,406.30
255,stock_1,405.67
255,stock_2,409.05
255,commodity_0,451.13
255,commodity_1,444.22
255,commodity_2,454.39
255,future_0,425.23
255,future_1,491.92
255,future_2,488.65
255,bond_0,415.08
255,bond_1,435.92
255,bond_2,401.96
256,stock_0,484.91
256,stock_1,421.18
256,stock_2,498.13
256,commodity_0,415.91
256,commodity_1,487.85
256,commodity_2,444.60
256,future_0,454.27
256,future_1,456.69
256,future_2,498.11
256,bond_0,471.00
256,bond_1,431.01
256,bond_2,495.70
257,stock_0,482.77
257,stock_1,453.94
257,stock_2,445.82
257,commodity_0,450.94
257,commodity_1,470.12
257,commodity_2,488.64
257,future_0,473.85
257,future_1,424.11
257,future_2,428.36
257,bond_0,469.24
257,bond_1,444.99
257,bond_2,429.62
258,stock_0,413.35
258,stock_1,495.92
258,stock_2,475.92
258,commodity_0,455.64
258,commodity_1,456.16
258,commodity_2,443.74
258,future_0,444.77
258,future_1,467.82
258,future_2,475.18
258,bond_0,472.37
258,bond_1,484.47
258,bond_2,471.36
259,stock_0,418.73
259,stock_1,401.89
259,stock_2,422.53
259,commodity_0,444.03
259,commodity_1,481.01
259,commodity_2,436.62
259,future_0,410.74
259,future_1,433.94
259,future_2,450.53
259,bond_0,431.82
259,bond_1,450.56
259,bond_2,488.92
260,stock_0,402.57
260,stock_1,490.51
260,stock_2,498.10
260,commodity_0,410.99
260,commodity_1,410.71
260,commodity_2,472.40
260,future_0,481.86
260,future_1,476.44
260,future_2,464.51
260,bond_0,456.35
260,bond_1,461.27
260,bond_2,486.44
261,stock_0,447.60
261,stock_1,440.59
261,stock_2,460.16
261,commodity_0,498.56
261,commodity_1,404.09
261,commodity_2,486.73
261,future_0,400.24
261,future_1,418.81
261,future_2,407.38
261,bond_0,468.45
261,bond_1,458.85
261,bond_2,468.27
262,stock_0,448.09
262,stock_1,475.34
262,stock_2,451.26
262,commodity_0,421.46
262,commodity_1,472.60
262,commodity_2,431.56
262,future_0,407.63
262,future_1,494.40
262,future_2,400.52
262,bond_0,404.83
262,bond_1,457.52
262,bond_2,416.37
263,stock_0,484.69
263,stock_1,482.44
263,stock_2,437.45
263,commodity_0,487.90
263,commodity_1,490.16
263,commodity_2,485.69
263,future_0,434.74
263,future_1,424.71
263,future_2,475.91
263,bond_0,478.37
263,bond_1,465.13
263,bond_2,452.41
264,stock_0,444.88
264,stock_1,428.28
264,stock_2,457.46
264,commodity_0,437.98
264,commodity_1,474.72
264,commodity_2,478.62
264,future_0,499.51
264,future_1,435.69
264,future_2,486.33
264,bond_0,468.32
264,bond_1,420.07
264,bond_2,407.76
265,stock_0,489.09
265,stock_1,420.07
265,stock_2,403.03
265,commodity_0,459.55
265,commodity_1,438.04
265,commodity_2,416.54
265,future_0,481.27
265,future_1,408.12
265,future_2,498.12
265,bond_0,485.93
265,bond_1,404.86
265,bond_2,497.69
266,stock_0,481.00
266,stock_1,483.74
266,stock_2,486.60
266,commodity_0,423.57
266,commodity_1,497.86
266,commodity_2,486.07
266,future_0,478.79
266,future_1,483.66
266,future_2,480.35
266,bond_0,404.80
266,bond_1,457.40
266,bond_2,412.25
267,stock_0,435.82
267,stock_1,477.25
267,stock_2,410.90
267,commodity_0,433.91
267,commodity_1,434.29
267,commodity_2,472.51
267,future_0,494.76
267,future_1,438.68
267,future_2,490.76
267,bond_0,400.39
267,bond_1,462.53
267,bond_2,433.65
268,stock_0,447.32
268,stock_1,420.65
268,stock_2,434.01
268,commodity_0,433.26
268,commodity_1,435.60
268,commodity_2,403.54
268,future_0,411.38
268,future_1,451.32
268,future_2,476.68
268,bond_0,411.94
268,bond_1,467.26
268,bond_2,496.16
269,stock_0,490.49
269,stock_1,456.18
269,stock_2,458.19
269,commodity_0,429.81
269,commodity_1,498.09
269,commodity_2,417.71
269,future_0,430.09
269,future_1,495.78
269,future_2,470.52
269,bond_0,434.19
269,bond_1,444.44
269,bond_2,419.48
270,stock_0,410.87
270,stock_1,457.73
270,stock_2,420.64
270,commodity_0,448.43
270,commodity_1,486.76
270,commodity_2,485.80
270,future_0,414.26
270,future_1,470.96
270,future_2,447.18
270,bond_0,426.77
270,bond_1,417.50
270,bond_2,422.70
271,stock_0,408.52
271,stock_1,425.61
271,stock_2,481.84
271,commodity_0,464.75
271,commodity_1,443.54
271,commodity_2,451.92
271,future_0,484.29
271,future_1,499.16
271,future_2,425.88
271,bond_0,405.15
271,bond_1,485.97
271,bond_2,495.39
272,stock_0,410.36
272,stock_1,430.49
272,stock_2,499.34
272,commodity_0,474.98
272,commodity_1,457.52
272,commodity_2,472.87
272,future_0,432.06
272,future_1,424.79
272,future_2,485.44
272,bond_0,458.32
272,bond_1,435.17
272,bond_2,415.93
273,stock_0,432.24
273,stock_1,471.18
273,stock_2,423.91
273,commodity_0,487.81
273,commodity_1,461.99
273,commodity_2,488.30
273,future_0,491.34
273,future_1,442.72
273,future_2,455.74
273,bond_0,435.26
273,bond_1,467.49
273,bond_2,418.87
274,stock_0,435.33
274,stock_1,449.78
274,stock_2,441.92
274,commodity_0,432.69
274,commodity_1,414.84
274,commodity_2,482.32
274,future_0,420.68
274,future_1,423.36
274,future_2,447.38
274,bond_0,488.86
274,bond_1,405.58
274,bond_2,420.10
275,stock_0,454.05
275,stock_1,413.77
275,stock_2,451.42
275,commodity_0,465.88
275,commodity_1,475.56
275,commodity_2,460.47
275,future_0,441.16
275,future_1,464.99
275,future_2,456.13
275,bond_0,451.88
275,bond_1,473.71
275,bond_2,451.16
276,stock_0,470.79
276,stock_1,401.82
276,stock_2,411.49
276,commodity_0,439.20
276,commodity_1,484.84
276,commodity_2,448.80
276,future_0,423.21
276,future_1,466.35
276,future_2,426.85
276,bond_0,432.10
276,bond_1,490.40
276,bond_2,470.04
277,stock_0,454.04
277,stock_1,428.40
277,stock_2,426.63
277,commodity_0,422.05
277,commodity_1,412.24
277,commodity_2,438.20
277,future_0,497.93
277,future_1,412.09
277,future_2,449.68
277,bond_0,450.98
277,bond_1,460.82
277,bond_2,442.28
278,stock_0,425.78
278,stock_1,439.58
278,stock_2,451.44
278,commodity_0,490.32
278,commodity_1,476.90
278,commodity_2,472.09
278,future_0,484.87
278,future_1,464.42
278,future_2,412.53
278,bond_0,410.37
278,bond_1,485.81
278,bond_2,471.11
279,stock_0,414.68
279,stock_1,467.22
279,stock_2,444.62
279,commodity_0,495.40
279,commodity_1,412.34
279,commodity_2,420.10
279,future_0,442.62
279,future_1,435.12
279,future_2,464.55
279,bond_0,408.28
279,bond_1,498.75
279,bond_2,405.67
280,stock_0,434.29
280,stock_1,453.20
280,stock_2,477.01
280,commodity_0,468.13
280,commodity_1,448.92
280,commodity_2,483.68
280,future_0,408.52
280,future_1,475.30
280,future_2,414.96
280,bond_0,467.39
280,bond_1,476.56
280,bond_2,444.08
281,stock_0,490.95
281,stock_1,402.78
281,stock_2,490.97
281,commodity_0,498.74
281,commodity_1,473.28
281,commodity_2,493.67
281,future_0,409.45
281,future_1,426.89
281,future_2,409.61
281,bond_0,479.31
281,bond_1,433.59
281,bond_2,466.05
282,stock_0,488.77
282,stock_1,456.51
282,stock_2,481.70
282,commodity_0,450.07
282,commodity_1,462.90
282,commodity_2,400.16
282,future_0,422.80
282,future_1,408.36
282,future_2,419.50
282,bond_0,425.34
282,bond_1,412.32
282,bond_2,420.55
283,stock_0,461.44
283,stock_1,446.81
283,stock_2,498.21
283,commodity_0,474.52
283,commodity_1,490.07
283,commodity_2,465.44
283,future_0,439.17
283,future_1,483.76
283,future_2,429.92
283,bond_0,493.51
283,bond_1,469.34
283,bond_2,493.82
284,stock_0,482.98
284,stock_1,486.43
284,stock_2,446.09
284,commodity_0,465.47
284,commodity_1,429.68
284,commodity_2,477.99
284,future_0,481.72
284,future_1,455.24
284,future_2,446.00
284,bond_0,436.04
284,bond_1,410.87
284,bond_2,489.83
285,stock_0,497.20
285,stock_1,409.09
285,stock_2,411.07
285,commodity_0,421.45
285,commodity_1,473.02
285,commodity_2,414.79
285,future_0,496.79
285,future_1,426.80
285,future_2,476.39
285,bond_0,465.47
285,bond_1,452.39
285,bond_2,469.15
286,stock_0,442.87
286,stock_1,428.06
286,stock_2,472.62
286,commodity_0,455.21
286,commodity_1,400.14
286,commodity_2,475.25
286,future_0,428.87
286,future_1,458.48
286,future_2,411.81
286,bond_0,493.12
286,bond_1,427.16
286,bond_2,423.57
287,stock_0,428.58
287,stock_1,480.04
287,stock_2,437.06
287,commodity_0,436.70
287,commodity_1,427.37
287,commodity_2,436.84
287,future_0,469.03
287,future_1,474.09
287,future_2,408.50
287,bond_0,407.14
287,bond_1,450.69
287,bond_2,444.29
288,stock_0,469.07
288,stock_1,458.25
288,stock_2,455.01
288,commodity_0,423.15
288,commodity_1,461.17
288,commodity_2,445.30
288,future_0,447.66
288,future_1,496.49
288,future_2,485.08
288,bond_0,411.71
288,bond_1,415.58
288,bond_2,450.69
289,stock_0,412.09
289,stock_1,495.60
289,stock_2,421.06
289,commodity_0,441.58
289,commodity_1,456.28
289,commodity_2,409.70
289,future_0,488.07
289,future_1,449.02
289,future_2,469.83
289,bond_0,466.52
289,bond_1,453.45
289,bond_2,410.35
290,stock_0,482.51
290,stock_1,453.04
290,stock_2,467.78
290,commodity_0,451.39
290,commodity_1,479.15
290,commodity_2,407.21
290,future_0,426.25
290,future_1,453.45
290,future_2,432.88
290,bond_0,455.96
290,bond_1,477.81
290,bond_2,489.43
291,stock_0,412.34
291,stock_1,457.53
291,stock_2,423.80
291,commodity_0,441.75
291,commodity_1,422.95
291,commodity_2,461.64
291,future_0,470.29
291,future_1,407.25
291,future_2,418.78
291,bond_0,458.86
291,bond_1,423.38
291,bond_2,455.63
292,stock_0,413.77
292,stock_1,439.06
292,stock_2,431.33
292,commodity_0,412.23
292,commodity_1,469.05
292,commodity_2,461.09
292,future_0,409.67
292,future_1,451.32
292,future_2,491.08
292,bond_0,423.75
292,bond_1,415.10
292,bond_2,412.94
293,stock_0,499.87
293,stock_1,456.08
293,stock_2,482.12
293,commodity_0,498.13
293,commodity_1,417.03
293,commodity_2,416.93
293,future_0,425.95
293,future_1,415.93
293,future_2,493.58
293,bond_0,467.35
293,bond_1,498.77
293,bond_2,477.48
294,stock_0,476.61
294,stock_1,468.51
294,stock_2,471.42
294,commodity_0,439.62
294,commodity_1,426.98
294,commodity_2,438.74
294,future_0,449.02
294,future_1,422.94
294,future_2,409.73
294,bond_0,458.05
294,bond_1,442.84
294,bond_2,460.80
295,stock_0,400.42
295,stock_1,439.38
295,stock_2,491.82
295,commodity_0,472.60
295,commodity_1,498.87
295,commodity_2,468.74
295,future_0,433.81
295,future_1,491.86
295,future_2,439.03
295,bond_0,492.77
295,bond_1,419.80
295,bond_2,412.46
296,stock_0,430.15
296,stock_1,430.65
296,stock_2,445.52
296,commodity_0,483.37
296,commodity_1,464.36
296,commodity_2,438.58
296,future_0,487.53
296,future_1,423.17
296,future_2,482.12
296,bond_0,447.88
296,bond_1,463.51
296,bond_2,446.40
297,stock_0,480.06
297,stock_1,417.11
297,stock_2,471.37
297,commodity_0,478.98
297,commodity_1,442.47
297,commodity_2,471.19
297,future_0,458.58
297,future_1,424.43
297,future_2,464.21
297,bond_0,435.17
297,bond_1,437.64
297,bond_2,440.80
298,stock_0,497.14
298,stock_1,485.32
298,stock_2,425.47
298,commodity_0,446.66
298,commodity_1,444.30
298,commodity_2,486.73
298,future_0,443.11
298,future_1,485.55
298,future_2,461.54
298,bond_0,490.29
298,bond_1,447.85
298,bond_2,435.68
299,stock_0,449.64
299,stock_1,429.72
299,stock_2,447.20
299,commodity_0,449.18
299,commodity_1,410.46
299,commodity_2,418.72
299,future_0,429.57
299,future_1,420.66
299,future_2,446.36
299,bond_0,448.12
299,bond_1,435.69
299,bond_2,422.55
300,stock_0,430.86
300,stock_1,455.88
300,stock_2,462.42
300,commodity_0,414.38
300,commodity_1,497.67
300,commodity_2,483.09
300,future_0,401.56
300,future_1,460.77
300,future_2,452.09
300,bond_0,453.85
300,bond_1,446.11
300,bond_2,464.92
301,stock_0,471.93
301,stock_1,477.46
301,stock_2,437.24
301,commodity_0,455.44
301,commodity_1,437.74
301,commodity_2,488.01
301,future_0,433.19
301,future_1,409.50
301,future_2,474.17
301,bond_0,479.29
301,bond_1,478.77
301,bond_2,419.14
302,stock_0,482.30
302,stock_1,412.17
302,stock_2,458.88
302,commodity_0,453.98
302,commodity_1,436.20
302,commodity_2,452.49
302,future_0,433.71
302,future_1,436.52
302,future_2,465.26
302,bond_0,428.95
302,bond_1,473.59
302,bond_2,498.25
303,stock_0,404.13
303,stock_1,411.29
303,stock_2,407.45
303,commodity_0,438.22
303,commodity_1,402.84
303,commodity_2,441.63
303,future_0,406.36
303,future_1,467.28
303,future_2,487.45
303,bond_0,441.10
303,bond_1,407.57
303,bond_2,434.68
304,stock_0,462.43
304,stock_1,460.12
304,stock_2,406.67
304,commodity_0,417.37
304,commodity_1,414.55
304,commodity_2,462.43
304,future_0,418.27
304,future_1,441.34
304,future_2,467.19
304,bond_0,438.53
304,bond_1,413.09
304,bond_2,498.44
305,stock_0,477.71
305,stock_1,459.44
305,stock_2,463.60
305,commodity_0,491.55
305,commodity_1,418.87
305,commodity_2,499.80
305,future_0,488.09
305,future_1,433.03
305,future_2,460.19
305,bond_0,475.21
305,bond_1,416.56
305,bond_2,412.29
306,stock_0,407.95
