<TABLE>,tradable
asset-name,asset-class
STRING,STRING
stock_0,stock
stock_1,stock
stock_2,stock
commodity_0,commodity
commodity_1,commodity
commodity_2,commodity
future_0,future
future_1,future
future_2,future
bond_0,bond
bond_1,bond
bond_2,bond
<TABLE>,price-over-time
238,stock_2,470.78
238,commodity_0,466.53
238,commodity_1,426.81
238,commodity_2,473.25
238,future_0,490.38
238,future_1,479.38
238,future_2,448.60
238,bond_0,420.44
238,bond_1,429.12
238,bond_2,436.45
239,stock_0,416.99
239,stock_1,426.12
239,stock_2,418.01
239,commodity_0,484.21
239,commodity_1,471.87
239,commodity_2,497.85
239,future_0,475.31
239,future_1,459.79
239,future_2,408.25
239,bond_0,489.13
239,bond_1,483.79
239,bond_2,414.27
240,stock_0,467.54
240,stock_1,404.37
240,stock_2,413.04
240,commodity_0,460.59
240,commodity_1,445.02
240,commodity_2,473.41
240,future_0,418.52
240,future_1,405.87
240,future_2,441.67
240,bond_0,406.26
240,bond_1,442.49
240,bond_2,484.18
241,stock_0,419.73
241,stock_1,426.34
241,stock_2,483.23
241,commodity_0,410.75
241,commodity_1,460.06
241,commodity_2,429.49
241,future_0,425.97
241,future_1,485.74
241,future_2,414.27
241,bond_0,474.50
241,bond_1,475.74
241,bond_2,446.49
242,stock_0,414.66
242,stock_1,444.42
242,stock_2,406.75
242,commodity_0,405.91
242,commodity_1,408.28
242,commodity_2,486.29
242,future_0,473.55
242,future_1,440.50
242,future_2,405.02
242,bond_0,462.89
242,bond_1,483.52
242,bond_2,413.56
243,stock_0,498.62
243,stock_1,479.13
243,stock_2,435.91
243,commodity_0,484.07
243,commodity_1,474.92
243,commodity_2,438.68
243,future_0,417.82
243,future_1,462.85
243,future_2,444.87
243,bond_0,480.26
243,bond_1,473.67
243,bond_2,463.98
244,stock_0,478.49
244,stock_1,495.12
244,stock_2,442.15
244,commodity_0,441.18
244,commodity_1,490.08
244,commodity_2,497.32
244,future_0,451.36
244,future_1,459.28
244,future_2,463.84
244,bond_0,402.70
244,bond_1,484.29
244,bond_2,467.98
245,stock_0,498.56
245,stock_1,450.83
245,stock_2,478.26
245,commodity_0,433.24
245,commodity_1,431.06
245,commodity_2,419.58
245,future_0,401.40
245,future_1,455.70
245,future_2,446.20
245,bond_0,484.86
245,bond_1,443.32
245,bond_2,419.22
246,stock_0,488.78
246,stock_1,433.61
246,stock_2,472.97
246,commodity_0,426.09
246,commodity_1,492.54
246,commodity_2,402.66
246,future_0,416.95
246,future_1,471.91
246,future_2,499.73
246,bond_0,486.79
246,bond_1,474.20
246,bond_2,458.91
247,stock_0,436.32
247,stock_1,475.43
247,stock_2,486.31
247,commodity_0,479.10
247,commodity_1,465.61
247,commodity_2,486.77
247,future_0,440.21
247,future_1,432.66
247,future_2,457.02
247,bond_0,448.35
247,bond_1,464.91
247,bond_2,405.67
248,stock_0,496.95
248,stock_1,485.59
248,stock_2,420.61
248,commodity_0,469.39
248,commodity_1,476.01
248,commodity_2,457.17
248,future_0,478.56
248,future_1,479.33
248,future_2,450.70
248,bond_0,429.68
248,bond_1,411.55
248,bond_2,432.51
249,stock_0,489.79
249,stock_1,494.52
249,stock_2,415.26
249,commodity_0,486.54
249,commodity_1,489.64
249,commodity_2,427.23
249,future_0,432.91
249,future_1,425.06
249,future_2,458.15
249,bond_0,442.38
249,bond_1,498.90
249,bond_2,482.25
250,stock_0,400.67
250,stock_1,466.59
250,stock_2,417.07
250,commodity_0,485.32
250,commodity_1,480.79
250,commodity_2,494.49
250,future_0,462.65
250,future_1,484.97
250,future_2,488.74
250,bond_0,429.65
250,bond_1,400.80
250,bond_2,428.06
251,stock_0,474.11
251,stock_1,492.16
251,stock_2,492.03
251,commodity_0,435.83
251,commodity_1,424.08
251,commodity_2,490.14
251,future_0,482.01
251,future_1,473.14
251,future_2,442.38
251,bond_0,408.20
251,bond_1,457.26
251,bond_2,477.03
252,stock_0,403.62
252,stock_1,403.26
252,stock_2,436.28
252,commodity_0,468.69
252,commodity_1,413.07
252,commodity_2,488.38
252,future_0,470.76
252,future_1,471.15
252,future_2,483.36
252,bond_0,488.28
252,bond_1,498.13
252,bond_2,425.76
253,stock_0,494.23
253,stock_1,486.29
253,stock_2,477.44
253,commodity_0,487.43
253,commodity_1,421.84
253,commodity_2,455.16
253,future_0,400.78
253,future_1,480.99
253,future_2,481.92
253,bond_0,484.34
253,bond_1,446.13
253,bond_2,485.23
254,stock_0,497.62
254,stock_1,471.88
254,stock_2,417.69
254,commodity_0,446.67
254,commodity_1,461.87
254,commodity_2,451.18
254,future_0,436.34
254,future_1,481.56
254,future_2,435.20
254,bond_0,470.06
254,bond_1,409.36
254,bond_2,456.73
255,stock_0,470.48
255,stock_1,473.46
255,stock_2,477.81
255,commodity_0,413.89
255,commodity_1,412.77
255,commodity_2,448.11
255,future_0,410.85
255,future_1,417.69
255,future_2,414.28
255,bond_0,488.29
255,bond_1,484.84
255,bond_2,492.92
256,stock_0,460.29
256,stock_1,479.97
256,stock_2,422.39
256,commodity_0,433.36
256,commodity_1,469.42
256,commodity_2,454.47
256,future_0,457.06
256,future_1,428.67
256,future_2,408.98
256,bond_0,483.14
256,bond_1,446.97
256,bond_2,409.79
257,stock_0,445.66
257,stock_1,452.32
257,stock_2,405.78
257,commodity_0,483.35
257,commodity_1,464.64
257,commodity_2,417.95
257,future_0,472.76
257,future_1,464.01
257,future_2,461.68
257,bond_0,478.38
257,bond_1,488.33
257,bond_2,441.57
258,stock_0,423.20
258,stock_1,436.37
258,stock_2,433.76
258,commodity_0,459.61
258,commodity_1,497.43
258,commodity_2,447.02
258,future_0,414.57
258,future_1,467.56
258,future_2,423.08
258,bond_0,444.67
258,bond_1,497.19
258,bond_2,426.23
259,stock_0,496.50
259,stock_1,450.47
259,stock_2,438.05
259,commodity_0,453.52
259,commodity_1,485.88
259,commodity_2,418.35
259,future_0,449.88
259,future_1,497.87
259,future_2,465.45
259,bond_0,461.65
259,bond_1,469.26
259,bond_2,444.93
260,stock_0,466.76
260,stock_1,484.34
260,stock_2,431.39
260,commodity_0,417.90
260,commodity_1,448.38
260,commodity_2,409.54
260,future_0,460.04
260,future_1,476.20
260,future_2,424.19
260,bond_0,470.53
260,bond_1,465.76
260,bond_2,412.24
261,stock_0,485.96
261,stock_1,417.65
261,stock_2,443.20
261,commodity_0,420.32
261,commodity_1,499.48
261,commodity_2,448.84
261,future_0,461.51
261,future_1,401.24
261,future_2,445.51
261,bond_0,468.15
261,bond_1,419.50
261,bond_2,483.81
262,stock_0,459.46
262,stock_1,482.45
262,stock_2,439.59
262,commodity_0,439.30
262,commodity_1,465.71
262,commodity_2,483.07
262,future_0,439.23
262,future_1,476.35
262,future_2,474.15
262,bond_0,407.12
262,bond_1,424.83
262,bond_2,402.81
263,stock_0,494.79
263,stock_1,404.93
263,stock_2,452.59
263,commodity_0,449.31
263,commodity_1,405.42
263,commodity_2,432.51
263,future_0,436.49
263,future_1,460.56
263,future_2,418.91
263,bond_0,465.27
263,bond_1,407.47
263,bond_2,489.54
264,stock_0,450.35
264,stock_1,404.29
264,stock_2,475.80
264,commodity_0,487.65
264,commodity_1,435.39
264,commodity_2,459.13
264,future_0,409.92
264,future_1,419.19
264,future_2,445.77
264,bond_0,419.75
264,bond_1,494.79
264,bond_2,469.14
265,stock_0,480.59
265,stock_1,452.58
265,stock_2,407.58
265,commodity_0,459.06
265,commodity_1,455.85
265,commodity_2,479.43
265,future_0,462.29
265,future_1,423.54
265,future_2,418.01
265,bond_0,421.10
265,bond_1,420.97
265,bond_2,445.44
266,stock_0,471.29
266,stock_1,495.93
266,stock_2,429.86
266,commodity_0,434.18
266,commodity_1,486.10
266,commodity_2,422.83
266,future_0,492.12
266,future_1,428.84
266,future_2,472.28
266,bond_0,461.01
266,bond_1,474.05
266,bond_2,462.57
267,stock_0,455.32
267,stock_1,491.78
267,stock_2,493.75
267,commodity_0,479.02
267,commodity_1,427.57
267,commodity_2,476.61
267,future_0,416.36
267,future_1,402.55
267,future_2,457.17
267,bond_0,438.88
267,bond_1,490.90
267,bond_2,401.74
268,stock_0,457.28
268,stock_1,412.74
268,stock_2,467.56
268,commodity_0,433.38
268,commodity_1,410.63
268,commodity_2,401.29
268,future_0,419.95
268,future_1,414.89
268,future_2,410.73
268,bond_0,466.59
268,bond_1,457.32
268,bond_2,456.04
269,stock_0,435.50
269,stock_1,473.50
269,stock_2,406.75
269,commodity_0,494.09
269,commodity_1,478.81
269,commodity_2,478.14
269,future_0,470.64
269,future_1,487.95
269,future_2,475.58
269,bond_0,481.93
269,bond_1,445.22
269,bond_2,471.77
270,stock_0,418.97
270,stock_1,426.25
270,stock_2,460.55
270,commodity_0,493.08
270,commodity_1,495.84
270,commodity_2,429.50
270,future_0,428.67
270,future_1,472.30
270,future_2,411.29
270,bond_0,440.38
270,bond_1,487.54
270,bond_2,440.94
271,stock_0,424.98
271,stock_1,468.10
271,stock_2,454.18
271,commodity_0,458.30
271,commodity_1,426.04
271,commodity_2,474.52
271,future_0,407.94
271,future_1,463.37
271,future_2,449.53
271,bond_0,479.96
271,bond_1,423.27
271,bond_2,451.11
272,stock_0,488.46
272,stock_1,499.20
272,stock_2,470.34
272,commodity_0,488.07
272,commodity_1,441.48
272,commodity_2,452.65
272,future_0,431.74
272,future_1,433.45
272,future_2,435.45
272,bond_0,414.97
272,bond_1,476.25
272,bond_2,476.07
273,stock_0,495.98
273,stock_1,406.07
273,stock_2,481.41
273,commodity_0,463.83
273,commodity_1,482.93
273,commodity_2,435.07
273,future_0,441.42
273,future_1,427.12
273,future_2,448.46
273,bond_0,459.89
273,bond_1,480.03
273,bond_2,471.97
274,stock_0,471.36
274,stock_1,498.72
274,stock_2,490.14
274,commodity_0,416.28
274,commodity_1,459.39
274,commodity_2,429.53
274,future_0,444.95
274,future_1,488.10
274,future_2,429.25
274,bond_0,440.11
274,bond_1,421.80
274,bond_2,492.91
275,stock_0,488.01
275,stock_1,421.40
275,stock_2,485.06
275,commodity_0,425.39
275,commodity_1,428.38
275,commodity_2,446.60
275,future_0,446.34
275,future_1,423.90
275,future_2,482.14
275,bond_0,426.10
275,bond_1,492.48
275,bond_2,414.49
276,stock_0,433.57
276,stock_1,468.55
276,stock_2,429.99
276,commodity_0,485.40
276,commodity_1,493.02
276,commodity_2,483.77
276,future_0,479.95
276,future_1,400.51
276,future_2,411.50
276,bond_0,467.66
276,bond_1,474.23
276,bond_2,417.01
277,stock_0,445.50
277,stock_1,490.53
277,stock_2,407.88
277,commodity_0,465.18
277,commodity_1,498.56
277,commodity_2,416.29
277,future_0,418.60
277,future_1,428.28
277,future_2,456.93
277,bond_0,467.42
277,bond_1,411.14
277,bond_2,413.97
278,stock_0,482.48
278,stock_1,491.07
278,stock_2,436.54
278,commodity_0,419.51
278,commodity_1,463.47
278,commodity_2,432.02
278,future_0,444.32
278,future_1,467.93
278,future_2,492.90
278,bond_0,404.39
278,bond_1,441.13
278,bond_2,459.04
279,stock_0,468.02
279,stock_1,457.84
279,stock_2,495.53
279,commodity_0,474.04
279,commodity_1,469.26
279,commodity_2,479.26
279,future_0,486.30
279,future_1,434.80
279,future_2,492.52
279,bond_0,443.74
279,bond_1,491.40
279,bond_2,438.37
280,stock_0,480.00
280,stock_1,459.90
280,stock_2,427.74
280,commodity_0,468.06
280,commodity_1,472.02
280,commodity_2,439.86
280,future_0,466.04
280,future_1,428.63
280,future_2,442.86
280,bond_0,425.06
280,bond_1,498.62
280,bond_2,452.69
281,stock_0,404.99
281,stock_1,495.66
281,stock_2,457.07
281,commodity_0,497.92
281,commodity_1,495.60
281,commodity_2,476.10
281,future_0,491.36
281,future_1,445.68
281,future_2,443.51
281,bond_0,445.01
281,bond_1,414.38
281,bond_2,465.38
282,stock_0,410.45
282,stock_1,496.63
282,stock_2,429.27
282,commodity_0,468.66
282,commodity_1,482.07
282,commodity_2,473.36
282,future_0,448.93
282,future_1,465.94
282,future_2,497.12
282,bond_0,413.48
282,bond_1,475.68
282,bond_2,488.53
283,stock_0,426.06
283,stock_1,470.94
283,stock_2,429.80
283,commodity_0,408.69
283,commodity_1,490.68
283,commodity_2,497.25
283,future_0,427.60
283,future_1,478.71
283,future_2,456.11
283,bond_0,408.56
283,bond_1,484.46
283,bond_2,464.33
284,stock_0,487.20
284,stock_1,475.98
284,stock_2,460.93
284,commodity_0,448.57
284,commodity_1,400.78
284,commodity_2,425.43
284,future_0,482.94
284,future_1,466.61
284,future_2,413.17
284,bond_0,440.39
284,bond_1,486.91
284,bond_2,486.14
285,stock_0,425.35
285,stock_1,452.76
285,stock_2,483.23
285,commodity_0,403.00
285,commodity_1,457.46
285,commodity_2,411.17
285,future_0,453.81
285,future_1,456.84
285,future_2,471.22
285,bond_0,478.27
285,bond_1,410.97
285,bond_2,485.94
286,stock_0,406.18
286,stock_1,401.90
286,stock_2,467.51
286,commodity_0,429.99
286,commodity_1,460.53
286,commodity_2,468.40
286,future_0,491.44
286,future_1,481.79
286,future_2,429.52
286,bond_0,425.03
286,bond_1,436.34
286,bond_2,465.11
287,stock_0,458.72
287,stock_1,481.25
287,stock_2,412.00
287,commodity_0,400.44
287,commodity_1,416.76
287,commodity_2,480.17
287,future_0,472.96
287,future_1,484.20
287,future_2,454.27
287,bond_0,417.78
287,bond_1,470.16
287,bond_2,490.98
288,stock_0,435.08
288,stock_1,439.88
288,stock_2,435.01
288,commodity_0,432.25
288,commodity_1,411.11
288,commodity_2,481.18
288,future_0,485.62
288,future_1,460.94
288,future_2,401.96
288,bond_0,428.25
288,bond_1,429.78
288,bond_2,453.91
289,stock_0,414.30
289,stock_1,486.79
289,stock_2,443.08
289,commodity_0,450.68
289,commodity_1,465.05
289,commodity_2,452.73
289,future_0,456.03
289,future_1,408.01
289,future_2,488.35
289,bond_0,437.03
289,bond_1,413.27
289,bond_2,404.94
290,stock_0,469.73
290,stock_1,409.54
290,stock_2,451.83
290,commodity_0,445.33
290,commodity_1,417.90
290,commodity_2,471.21
290,future_0,408.73
290,future_1,471.55
290,future_2,465.88
290,bond_0,464.91
290,bond_1,492.34
290,bond_2,446.12
291,stock_0,454.81
291,stock_1,435.19
291,stock_2,483.30
291,commodity_0,499.75
291,commodity_1,444.17
291,commodity_2,402.69
291,future_0,467.60
291,future_1,414.99
291,future_2,431.64
291,bond_0,484.63
291,bond_1,498.62
291,bond_2,450.66
292,stock_0,419.67
292,stock_1,434.06
292,stock_2,426.43
292,commodity_0,413.08
292,commodity_1,478.35
292,commodity_2,407.64
292,future_0,401.42
292,future_1,476.31
292,future_2,472.64
292,bond_0,499.98
292,bond_1,458.69
292,bond_2,426.65
293,stock_0,467.27
293,stock_1,441.69
293,stock_2,447.35
293,commodity_0,444.18
293,commodity_1,475.29
293,commodity_2,477.12
293,future_0,484.05
293,future_1,420.25
293,future_2,467.55
293,bond_0,403.09
293,bond_1,450.67
293,bond_2,400.23
294,stock_0,455.87
294,stock_1,422.02
294,stock_2,449.61
294,commodity_0,407.98
294,commodity_1,413.43
294,commodity_2,492.06
294,future_0,437.70
294,future_1,496.45
294,future_2,479.49
294,bond_0,484.09
294,bond_1,432.33
294,bond_2,492.80
295,stock_0,464.85
295,stock_1,487.21
295,stock_2,440.75
295,commodity_0,486.58
295,commodity_1,473.29
295,commodity_2,478.27
295,future_0,410.02
295,future_1,486.77
295,future_2,435.59
295,bond_0,451.23
295,bond_1,430.90
295,bond_2,455.67
296,stock_0,496.76
296,stock_1,427.62
296,stock_2,496.54
296,commodity_0,465.82
296,commodity_1,404.35
296,commodity_2,417.36
296,future_0,418.22
296,future_1,407.73
296,future_2,425.89
296,bond_0,481.15
296,bond_1,494.33
296,bond_2,465.55
297,stock_0,431.07
297,stock_1,452.87
297,stock_2,424.12
297,commodity_0,404.61
297,commodity_1,417.33
297,commodity_2,456.72
297,future_0,424.82
297,future_1,469.33
297,future_2,407.86
297,bond_0,484.19
297,bond_1,470.34
297,bond_2,427.99
298,stock_0,433.87
298,stock_1,431.60
298,stock_2,413.06
298,commodity_0,457.95
298,commodity_1,450.42
298,commodity_2,439.09
298,future_0,469.18
298,future_1,417.10
298,future_2,432.20
298,bond_0,495.93
298,bond_1,414.83
298,bond_2,475.33
299,stock_0,458.94
299,stock_1,478.16
299,stock_2,487.67
299,commodity_0,463.54
299,commodity_1,460.38
299,commodity_2,456.24
299,future_0,414.49
299,future_1,467.96
299,future_2,448.55
299,bond_0,410.61
299,bond_1,400.26
299,bond_2,440.33
300,stock_0,488.09
300,stock_1,459.14
300,stock_2,451.59
300,commodity_0,475.87
300,commodity_1,462.18
300,commodity_2,407.11
300,future_0,459.17
300,future_1,413.22
300,future_2,444.90
300,bond_0,443.75
300,bond_1,404.73
300,bond_2,496.80
301,stock_0,499.45
301,stock_1,426.77
301,stock_2,471.33
301,commodity_0,458.31
301,commodity_1,407.54
301,commodity_2,400.73
301,future_0,445.53
301,future_1,400.50
301,future_2,470.39
301,bond_0,426.82
301,bond_1,447.06
301,bond_2,456.63
302,stock_0,432.73
302,stock_1,418.63
302,stock_2,484.98
302,commodity_0,474.09
302,commodity_1,489.74
302,commodity_2,457.32
302,future_0,477.07
302,future_1,423.87
302,future_2,424.73
302,bond_0,415.00
302,bond_1,487.79
302,bond_2,481.52
303,stock_0,426.98
303,stock_1,476.17
303,stock_2,469.21
303,commodity_0,440.92
303,commodity_1,465.44
303,commodity_2,422.29
303,future_0,427.55
303,future_1,416.83
303,future_2,492.80
303,bond_0,475.44
303,bond_1,443.37
303,bond_2,493.90
304,stock_0,435.22
304,stock_1,476.02
304,stock_2,410.03
304,commodity_0,489.17
304,commodity_1,475.58
304,commodity_2,459.63
304,future_0,415.73
304,future_1,449.38
304,future_2,489.69
304,bond_0,480.48
304,bond_1,440.28
304,bond_2,425.88
305,stock_0,457.26
305,stock_1,452.66
305,stock_2,489.09
305,commodity_0,422.92
305,commodity_1,465.96
305,commodity_2,479.73
305,future_0,475.85
305,future_1,471.22
305,future_2,435.31
305,bond_0,471.07
305,bond_1,466.25
305,bond_2,421.84
306,stock_0,409.22
306,stock_1,476.21
306,stock_2,488.00
306,commodity_0,479.59
306,commodity_1,454.44
306,commodity_2,419.62
306,future_0,467.63
306,future_1,471.07
306,future_2,467.52
306,bond_0,429.85
306,bond_1,429.85
306,bond_2,469.69
307,stock_0,466.16
307,stock_1,404.21
307,stock_2,471.14
307,commodity_0,449.69
307,commodity_1,418.57
307,commodity_2,405.51
307,future_0,428.43
307,future_1,443.26
307,future_2,425.64
307,bond_0,433.40
307,bond_1,450.01
307,bond_2,487.40
308,stock_0,401.72
308,stock_1,420.52
308,stock_2,497.13
308,commodity_0,403.63
308,commodity_1,418.51
308,commodity_2,408.84
308,future_0,482.14
308,future_1,469.78
308,future_2,464.29
308,bond_0,460.35
308,bond_1,482.07
308,bond_2,468.71
309,stock_0,492.39
309,stock_1,477.65
309,stock_2,427.90
309,commodity_0,439.83
309,commodity_1,402.00
309,commodity_2,491.54
309,future_0,446.03
309,future_1,457.90
309,future_2,459.45
309,bond_0,464.41
309,bond_1,409.92
309,bond_2,493.17
310,stock_0,438.05
310,stock_1,401.99
310,stock_2,494.69
310,commodity_0,428.83
310,commodity_1,493.72
310,commodity_2,486.30
310,future_0,484.70
310,future_1,422.63
310,future_2,422.25
310,bond_0,461.29
310,bond_1,480.90
310,bond_2,430.06
311,stock_0,437.07
311,stock_1,456.42
311,stock_2,498.98
311,commodity_0,409.96
311,commodity_1,422.22
311,commodity_2,402.96
311,future_0,405.45
311,future_1,465.03
311,future_2,493.96
311,bond_0,421.43
311,bond_1,481.26
311,bond_2,452.18
312,stock_0,454.49
312,stock_1,422.39
312,stock_2,470.17
312,commodity_0,416.92
312,commodity_1,475.01
312,commodity_2,489.27
312,future_0,462.62
312,future_1,431.65
312,future_2,471.67
312,bond_0,405.16
312,bond_1,429.51
312,bond_2,413.86
313,stock_0,471.49
313,stock_1,409.68
313,stock_2,402.39
313,commodity_0,473.89
313,commodity_1,491.10
313,commodity_2,420.09
313,future_0,428.10
313,future_1,416.56
313,future_2,423.15
313,bond_0,447.27
313,bond_1,488.11
313,bond_2,495.29
314,stock_0,498.69
314,stock_1,442.68
314,stock_2,490.86
314,commodity_0,437.64
314,commodity_1,499.88
314,commodity_2,440.35
314,future_0,448.04
314,future_1,477.57
314,future_2,448.13
314,bond_0,495.15
314,bond_1,432.91
314,bond_2,429.03
315,stock_0,422.08
315,stock_1,448.63
315,stock_2,401.50
315,commodity_0,400.83
315,commodity_1,453.95
315,commodity_2,462.53
315,future_0,471.85
315,future_1,481.53
315,future_2,483.74
315,bond_0,432.75
315,bond_1,435.28
315,bond_2,452.53
316,stock_0,484.08
316,stock_1,431.33
316,stock_2,449.00
316,commodity_0,435.82
316,commodity_1,444.86
316,commodity_2,480.83
316,future_0,499.44
316,future_1,408.91
316,future_2,456.49
316,bond_0,415.09
316,bond_1,457.74
316,bond_2,409.21
317,stock_0,493.54
317,stock_1,479.51
317,stock_2,449.33
317,commodity_0,449.37
317,commodity_1,424.72
317,commodity_2,488.28
317,future_0,423.17
317,future_1,490.03
317,future_2,471.60
317,bond_0,427.15
317,bond_1,447.78
317,bond_2,491.31
318,stock_0,412.03
318,stock_1,472.16
318,stock_2,479.14
318,commodity_0,427.11
318,commodity_1,450.09
318,commodity_2,422.34
318,future_0,440.34
318,future_1,429.72
318,future_2,432.37
318,bond_0,453.10
318,bond_1,460.13
318,bond_2,400.93
319,stock_0,465.83
319,stock_1,413.02
319,stock_2,467.59
319,commodity_0,445.93
319,commodity_1,466.32
319,commodity_2,421.20
319,future_0,424.52
319,future_1,400.28
319,future_2,442.60
319,bond_0,468.94
319,bond_1,470.32
319,bond_2,486.27
320,stock_0,462.59
320,stock_1,482.25
320,stock_2,422.94
320,commodity_0,431.80
320,commodity_1,427.28
320,commodity_2,456.29
320,future_0,474.87
320,future_1,427.28
320,future_2,451.79
320,bond_0,431.42
320,bond_1,417.10
320,bond_2,405.95
321,stock_0,485.76
321,stock_1,436.10
321,stock_2,413.25
321,commodity_0,479.84
321,commodity_1,470.99
321,commodity_2,490.84
321,future_0,466.92
321,future_1,441.29
321,future_2,446.50
321,bond_0,440.85
321,bond_1,404.19
321,bond_2,496.41
322,stock_0,451.73
322,stock_1,486.76
322,stock_2,471.73
322,commodity_0,456.10
322,commodity_1,456.97
322,commodity_2,465.59
322,future_0,437.87
322,future_1,442.66
322,future_2,457.11
322,bond_0,403.80
322,bond_1,458.53
322,bond_2,488.25
323,stock_0,415.48
323,stock_1,432.25
323,stock_2,410.69
323,commodity_0,495.20
323,commodity_1,468.60
323,commodity_2,449.39
323,future_0,434.89
323,future_1,424.11
323,future_2,476.02
323,bond_0,448.13
323,bond_1,472.43
323,bond_2,448.87
324,stock_0,485.42
324,stock_1,498.81
324,stock_2,497.69
324,commodity_0,442.25
324,commodity_1,467.03
324,commodity_2,454.91
324,future_0,494.74
324,future_1,467.01
324,future_2,430.77
324,bond_0,417.09
324,bond_1,415.48
324,bond_2,487.51
325,stock_0,421.85
325,stock_1,450.34
325,stock_2,496.51
325,commodity_0,421.34
325,commodity_1,491.60
325,commodity_2,420.73
325,future_0,426.46
325,future_1,491.37
325,future_2,471.80
325,bond_0,450.43
325,bond_1,472.58
325,bond_2,412.17
326,stock_0,441.44
326,stock_1,471.11
326,stock_2,454.74
326,commodity_0,476.90
326,commodity_1,434.96
326,commodity_2,421.17
326,future_0,479.97
326,future_1,427.27
326,future_2,433.87
326,bond_0,400.82
326,bond_1,479.64
326,bond_2,477.43
327,stock_0,488.32
327,stock_1,403.53
327,stock_2,442.36
327,commodity_0,494.23
327,commodity_1,408.99
327,commodity_2,414.48
327,future_0,455.44
327,future_1,426.64
327,future_2,451.33
327,bond_0,462.49
327,bond_1,425.11
327,bond_2,455.25
328,stock_0,487.93
328,stock_1,459.42
328,stock_2,489.06
328,commodity_0,442.96
328,commodity_1,450.69
328,commodity_2,436.34
328,future_0,472.63
328,future_1,483.81
328,future_2,402.93
328,bond_0,490.60
328,bond_1,420.75
328,bond_2,449.24
329,stock_0,475.16
329,stock_1,478.79
329,stock_2,466.23
329,commodity_0,426.92
329,commodity_1,469.35
329,commodity_2,431.15
329,future_0,478.12
329,future_1,488.24
329,future_2,499.54
329,bond_0,470.96
329,bond_1,428.02
329,bond_2,401.06
330,stock_0,431.86
330,stock_1,456.02
330,stock_2,457.94
330,commodity_0,475.45
330,commodity_1,446.95
330,commodity_2,410.56
330,future_0,413.39
330,future_1,476.79
330,future_2,417.73
330,bond_0,441.95
330,bond_1,454.74
330,bond_2,408.18
331,stock_0,408.32
331,stock_1,473.75
331,stock_2,480.07
331,commodity_0,479.16
331,commodity_1,411.03
331,commodity_2,497.90
331,future_0,487.30
331,future_1,412.61
331,future_2,437.17
331,bond_0,424.56
331,bond_1,442.57
331,bond_2,439.04
332,stock_0,445.34
332,stock_1,408.62
332,stock_2,444.01
332,commodity_0,496.85
332,commodity_1,483.23
332,commodity_2,427.43
332,future_0,437.74
332,future_1,413.38
332,future_2,431.57
332,bond_0,412.54
332,bond_1,413.99
332,bond_2,468.57
333,stock_0,478.90
333,stock_1,485.34
333,stock_2,434.99
333,commodity_0,497.18
333,commodity_1,497.95
333,commodity_2,439.14
333,future_0,416.09
333,future_1,456.88
333,future_2,443.87
333,bond_0,414.95
333,bond_1,406.43
333,bond_2,451.88
334,stock_0,473.97
334,stock_1,477.83
334,stock_2,466.36
334,commodity_0,443.29
334,commodity_1,409.35
334,commodity_2,450.09
334,future_0,489.43
334,future_1,454.11
334,future_2,440.91
334,bond_0,429.37
334,bond_1,431.14
334,bond_2,477.67
335,stock_0,482.93
335,stock_1,494.39
335,stock_2,494.74
335,commodity_0,403.00
335,commodity_1,483.56
335,commodity_2,411.45
335,future_0,412.26
335,future_1,458.64
335,future_2,447.60
335,bond_0,429.17
335,bond_1,452.02
335,bond_2,473.24
336,stock_0,470.06
336,stock_1,468.36
336,stock_2,432.87
336,commodity_0,499.18
336,commodity_1,436.94
336,commodity_2,499.98
336,future_0,484.85
336,future_1,483.82
336,future_2,423.21
336,bond_0,447.59
336,bond_1,466.91
336,bond_2,405.14
337,stock_0,491.84
337,stock_1,462.91
337,stock_2,415.95
337,commodity_0,416.31
337,commodity_1,426.77
337,commodity_2,425.00
337,future_0,451.08
337,future_1,496.50
337,future_2,435.41
337,bond_0,462.77
337,bond_1,406.71
337,bond_2,422.52
338,stock_0,455.05
338,stock_1,457.82
338,stock_2,414.40
338,commodity_0,420.11
338,commodity_1,433.83
338,commodity_2,495.41
338,future_0,463.41
338,future_1,481.44
338,future_2,476.84
338,bond_0,429.64
338,bond_1,448.94
338,bond_2,444.23
339,stock_0,434.51
339,stock_1,463.53
339,stock_2,468.90
339,commodity_0,425.69
339,commodity_1,458.05
339,commodity_2,407.39
339,future_0,415.31
339,future_1,452.23
339,future_2,402.42
339,bond_0,452.37
339,bond_1,415.74
339,bond_2,468.28
340,stock_0,413.50
340,stock_1,489.37
340,stock_2,494.67
340,commodity_0,469.67
340,commodity_1,485.18
340,commodity_2,463.86
340,future_0,445.63
340,future_1,489.41
340,future_2,493.55
340,bond_0,443.06
340,bond_1,471.26
340,bond_2,464.61
341,stock_0,464.86
341,stock_1,440.64
341,stock_2,421.38
341,commodity_0,474.35
341,commodity_1,497.94
341,commodity_2,480.53
341,future_0,414.80
341,future_1,455.79
341,future_2,461.32
341,bond_0,455.64
341,bond_1,489.02
341,bond_2,435.85
342,stock_0,417.59
342,stock_1,493.90
342,stock_2,438.87
342,commodity_0,424.58
342,commodity_1,489.56
342,commodity_2,455.49
342,future_0,485.94
342,future_1,489.71
342,future_2,407.99
342,bond_0,436.03
342,bond_1,487.17
342,bond_2,406.49
343,stock_0,407.87
343,stock_1,429.49
